Epoch		Train-loss		Test-loss		Train-IoU		Test-IoU		learningRate
40		0.1903		0.2448		0.0000		0.6144		0.00012798
41		0.1855		0.2676		0.0000		0.6120		0.00011746
42		0.1826		0.2523		0.0000		0.6178		0.00010684
43		0.1759		0.2449		0.0000		0.6346		0.00009609
44		0.1733		0.2497		0.0000		0.6288		0.00008521
45		0.1689		0.2444		0.0000		0.6304		0.00007417
46		0.1673		0.2447		0.0000		0.6366		0.00006295
47		0.1645		0.2421		0.0000		0.6358		0.00005149
48		0.1620		0.2512		0.0000		0.6295		0.00003975
49		0.1597		0.2341		0.0000		0.6537		0.00002759
50		0.1570		0.2380		0.0000		0.6463		0.00001479
