Epoch		Train-loss		Test-loss		Train-IoU		Test-IoU		learningRate
81		2.4931		4.8881		0.0000		0.6248		0.00025181
82		2.4796		4.7319		0.0000		0.6318		0.00024857
83		2.4699		4.9581		0.0000		0.6297		0.00024533
84		2.4683		5.0742		0.0000		0.6364		0.00024208
85		2.4727		5.2385		0.0000		0.6274		0.00023882
86		2.4617		5.0890		0.0000		0.6461		0.00023556
87		2.4572		5.0742		0.0000		0.6446		0.00023230
88		2.4538		5.0830		0.0000		0.6310		0.00022903
89		2.4542		5.0321		0.0000		0.6410		0.00022576
87		2.4491		5.2838		0.0000		0.6085		0.00023230
88		2.4952		4.4150		0.0000		0.5880		0.00022903
89		2.4883		4.9423		0.0000		0.6306		0.00022576
90		2.4563		5.1033		0.0000		0.6239		0.00022248
91		2.4667		4.9450		0.0000		0.6286		0.00021919
92		2.4558		5.0789		0.0000		0.6367		0.00021590
93		2.4310		5.0094		0.0000		0.6404		0.00021260
94		2.4277		5.0384		0.0000		0.6380		0.00020930
95		2.4276		5.1439		0.0000		0.6268		0.00020600
96		2.4752		4.6773		0.0000		0.5955		0.00020268
97		2.4505		5.0564		0.0000		0.6330		0.00019936
98		2.4209		5.2378		0.0000		0.6422		0.00019604
99		2.4079		5.3240		0.0000		0.6340		0.00019270
100		2.4036		5.4218		0.0000		0.6420		0.00018937
101		2.4018		5.3210		0.0000		0.6409		0.00018602
102		2.3999		5.4496		0.0000		0.6426		0.00018267
103		2.4160		5.3478		0.0000		0.6409		0.00017931
104		2.3974		5.3341		0.0000		0.6423		0.00017594
105		2.3928		5.5072		0.0000		0.6367		0.00017257
106		2.3960		5.4686		0.0000		0.6307		0.00016919
107		2.3930		5.5572		0.0000		0.6386		0.00016580
108		2.3943		5.5435		0.0000		0.6284		0.00016241
109		2.3897		5.5520		0.0000		0.6314		0.00015901
110		2.3795		5.7242		0.0000		0.6352		0.00015559
111		2.3756		5.6513		0.0000		0.6345		0.00015217
112		2.3699		5.7341		0.0000		0.6400		0.00014875
113		2.3912		5.6502		0.0000		0.6416		0.00014531
114		2.3737		5.5110		0.0000		0.6451		0.00014186
115		2.3604		5.6169		0.0000		0.6415		0.00013841
116		2.3565		5.7300		0.0000		0.6366		0.00013494
117		2.3539		5.8203		0.0000		0.6426		0.00013147
118		2.3542		5.7647		0.0000		0.6388		0.00012798
119		2.3504		5.8215		0.0000		0.6452		0.00012449
120		2.3596		5.7152		0.0000		0.6405		0.00012098
121		2.3441		5.9977		0.0000		0.6410		0.00011746
122		2.3391		5.8876		0.0000		0.6410		0.00011393
